player_id,player,known_name,team,fpl_team_logo_url,position,season,fpl_minutes,fpl_goals,fpl_assists,fpl_clean_sheets,fpl_goals_conceded,fpl_saves,fpl_price_gbp,photo_url,tm_player_id,date_of_birth,market_value_gbp,val_club_id,val_club_name,transfermarkt_club_id
459,Lewis Miley,L.Miley,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Midfielder,2026-27,396,0,0,1,8,0,5500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p547719.png,922769.0,2006-05-01,21500000.0,762,Newcastle United,762
460,Joe Willock,Willock,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Midfielder,2026-27,284,2,0,1,5,0,5000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p200089.png,340329.0,1999-08-20,12040000.0,762,Newcastle United,762
461,Bazoumana Touré,Touré,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Midfielder,2026-27,50,1,0,0,1,0,5800000,,1067904.0,2006-03-02,34400000.0,533,TSG 1899 Hoffenheim,533
462,Sean Steur,Steur,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Midfielder,2026-27,223,0,0,1,5,0,4900000,,1071818.0,2007-05-27,,,,
463,Nick Woltemade,Woltemade,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Forward,2026-27,19,0,1,0,0,0,5900000,,455661.0,2002-02-14,47300000.0,762,Newcastle United,762
464,Yoane Wissa,Wissa,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Forward,2026-27,441,1,1,1,8,0,6200000,https://resources.premierleague.com/premierleague/photos/players/110x140/p216646.png,388165.0,1996-09-03,21500000.0,762,Newcastle United,762
465,William Osula,Osula,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Forward,2026-27,55,0,1,0,1,0,5800000,https://resources.premierleague.com/premierleague/photos/players/110x140/p538207.png,609556.0,2003-08-04,24080000.0,762,Newcastle United,762
466,Sean Neave,Neave,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Forward,2026-27,0,0,0,0,0,0,4500000,,1071818.0,2007-05-27,,,,
559,Aladji Bamba,Bamba,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Midfielder,2026-27,27,0,0,0,1,0,4900000,,975347.0,2006-07-14,15480000.0,162,AS Monaco,162
567,Lukás Hornícek,Horníček,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Goalkeeper,2026-27,450,0,0,1,9,19,5000000,,629773.0,2002-07-13,15480000.0,1075,SC Braga,1075
593,Amar Dedic,Dedić,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Defender,2026-27,327,0,1,1,7,0,4500000,,519184.0,2002-08-18,13760000.0,294,SL Benfica,294
609,Leo Shahar,Shahar,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Defender,2026-27,0,0,0,0,0,0,4000000,,940858.0,2007-03-18,,,,
634,Matias Fernandez-Pardo,Fernandez-Pardo,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Forward,2026-27,157,0,0,0,4,0,6000000,,724129.0,2005-02-03,30100000.0,1082,LOSC Lille,1082
659,Mason Miley,Miley,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Midfielder,2026-27,0,0,0,0,0,0,4500000,,922769.0,2006-05-01,21500000.0,762,Newcastle United,762
663,Miodrag Pivas,Pivas,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Defender,2026-27,0,0,0,0,0,0,4000000,,,,,,,
664,Vakhtang Salia,Salia,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Forward,2026-27,0,0,0,0,0,0,4500000,,,,,,,
665,Michael Mills,Mills,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Midfielder,2026-27,0,0,0,0,0,0,4500000,,698151.0,2003-12-02,172000.0,,,
666,Kyran Thompson,Thompson,Newcastle,https://resources.premierleague.com/premierleague/badges/70/t4.png,Midfielder,2026-27,0,0,0,0,0,0,4500000,,660768.0,2004-08-01,,,,
167,Liam Delap,Delap,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Forward,2026-27,277,1,0,1,3,0,5600000,https://resources.premierleague.com/premierleague/photos/players/110x140/p463034.png,610849.0,2003-02-08,24080000.0,631,Chelsea FC,631
201,Daniel Muñoz Mejía,Muñoz,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,257,0,0,0,4,0,5400000,https://resources.premierleague.com/premierleague/photos/players/110x140/p247348.png,493003.0,1996-05-26,18920000.0,873,Crystal Palace,873
467,Matz Sels,Sels,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Goalkeeper,2026-27,450,0,0,1,5,11,5000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p85633.png,127202.0,1992-02-26,3010000.0,703,Nottingham Forest,703
468,John Victor Maciel Furtado,John,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Goalkeeper,2026-27,0,0,0,0,0,0,4500000,,432914.0,1996-02-13,4300000.0,703,Nottingham Forest,703
469,Neco Williams,N.Williams,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,450,0,1,1,5,0,5000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p215136.png,503680.0,2001-04-13,24080000.0,703,Nottingham Forest,703
470,Felipe Rodrigues da Silva,Morato,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,0,0,0,0,0,0,5000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p485047.png,156501.0,1989-05-16,1290000.0,703,Nottingham Forest,703
471,Nikola Milenković,Milenković,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,270,0,0,1,3,0,5400000,https://resources.premierleague.com/premierleague/photos/players/110x140/p227444.png,413507.0,1997-10-12,24080000.0,703,Nottingham Forest,703
472,Murillo Costa dos Santos,Murillo,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,449,0,1,1,5,0,5500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p575476.png,1005649.0,2002-07-04,43000000.0,703,Nottingham Forest,703
473,Ola Aina,Aina,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,306,0,0,1,3,0,4400000,https://resources.premierleague.com/premierleague/photos/players/110x140/p159506.png,236490.0,1996-10-08,15480000.0,703,Nottingham Forest,703
474,Jair Paula da Cunha Filho,Jair Cunha,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,360,0,0,1,4,0,4500000,,984096.0,2005-03-07,12900000.0,703,Nottingham Forest,703
475,Nicolò Savona,Savona,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,0,0,0,0,0,0,4500000,,708072.0,2003-03-19,12900000.0,703,Nottingham Forest,703
476,Omar Richards,O.Richards,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,0,0,0,0,0,0,4000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p204822.png,424881.0,1998-02-15,1720000.0,2425,Rio Ave FC,2425
477,Zach Abbott,Abbott,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,0,0,0,0,0,0,4000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p549067.png,933017.0,2006-05-13,3440000.0,703,Nottingham Forest,703
478,Luca Netz,Netz,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,27,0,0,0,1,0,4400000,,524285.0,2003-05-15,6880000.0,703,Nottingham Forest,703
479,Tyler Bindon,Bindon,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,0,0,0,0,0,0,4000000,,,,,,,
480,Morgan Gibbs-White,Gibbs-White,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Midfielder,2026-27,450,1,2,1,5,0,8000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p222531.png,429014.0,2000-01-27,60200000.0,703,Nottingham Forest,703
482,Callum Hudson-Odoi,Hudson-Odoi,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Midfielder,2026-27,1,0,0,0,0,0,5800000,https://resources.premierleague.com/premierleague/photos/players/110x140/p209046.png,392768.0,2000-11-07,25800000.0,703,Nottingham Forest,703
483,Dan Ndoye,Ndoye,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Midfielder,2026-27,316,1,0,1,3,0,5500000,,365108.0,2000-10-25,27520000.0,703,Nottingham Forest,703
484,Omari Hutchinson,Hutchinson,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Midfielder,2026-27,0,0,0,0,0,0,5400000,https://resources.premierleague.com/premierleague/photos/players/110x140/p503301.png,741238.0,2003-10-30,25800000.0,703,Nottingham Forest,703
485,Dilane Bakwa,Bakwa,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Midfielder,2026-27,0,0,0,0,0,0,5500000,,540664.0,2002-08-26,24080000.0,703,Nottingham Forest,703
486,James McAtee,McAtee,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Midfielder,2026-27,416,0,0,2,4,0,5500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p432714.png,583199.0,2002-10-18,15480000.0,703,Nottingham Forest,703
487,Nicolás Domínguez,Dominguez,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Midfielder,2026-27,1,0,0,0,0,0,4900000,https://resources.premierleague.com/premierleague/photos/players/110x140/p250199.png,497291.0,1998-06-28,12900000.0,703,Nottingham Forest,703
488,Ibrahim Sangaré,I.Sangaré,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Midfielder,2026-27,105,0,0,0,1,0,4900000,https://resources.premierleague.com/premierleague/photos/players/110x140/p210462.png,375885.0,1997-12-02,17200000.0,703,Nottingham Forest,703
489,Ryan Yates,Yates,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Midfielder,2026-27,0,0,0,0,0,0,4500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p204968.png,425902.0,1997-11-21,6020000.0,703,Nottingham Forest,703
490,Chris Wood,Wood,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Forward,2026-27,62,0,0,0,1,0,5800000,https://resources.premierleague.com/premierleague/photos/players/110x140/p60689.png,108725.0,1991-12-07,4300000.0,703,Nottingham Forest,703
491,Igor Jesus Maciel da Cruz,Igor Jesus,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Forward,2026-27,257,1,0,0,3,0,5800000,,432164.0,2001-02-25,21500000.0,703,Nottingham Forest,703
493,Arnaud Kalimuendo,Kalimuendo,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Forward,2026-27,1,0,0,0,0,0,5400000,,585959.0,2002-01-20,21500000.0,24,Eintracht Frankfurt,24
558,Xaver Schlager,Schlager,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Midfielder,2026-27,376,0,0,1,5,0,5000000,,223979.0,1997-09-28,8600000.0,23826,RB Leipzig,23826
581,Ousmane Diomande,Diomande,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Defender,2026-27,163,0,0,0,2,0,5400000,,974982.0,2003-12-04,36120000.0,336,Sporting CP,336
590,Steven Benda,Benda,Nott'm Forest,https://resources.premierleague.com/premierleague/badges/70/t17.png,Goalkeeper,2026-27,0,0,0,0,0,0,4500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p428971.png,,,,,,
112,Jan Paul van Hecke,Van Hecke,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,450,1,0,2,8,0,4900000,https://resources.premierleague.com/premierleague/photos/players/110x140/p469142.png,576314.0,2000-06-08,38700000.0,1237,Brighton & Hove Albion,1237
147,Tosin Adarabioyo,Tosin,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,5,0,0,0,0,0,4400000,https://resources.premierleague.com/premierleague/photos/players/110x140/p109646.png,258878.0,1997-09-24,13760000.0,631,Chelsea FC,631
401,Omar Marmoush,Marmoush,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Forward,2026-27,339,0,0,2,5,0,7000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p438234.png,445939.0,1999-02-07,43000000.0,281,Manchester City,281
403,Sávio Moreira de Oliveira,Sávio,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,240,0,0,2,3,0,6500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p510281.png,,,,,,
455,Sandro Tonali,Tonali,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,427,0,0,2,8,0,5300000,https://resources.premierleague.com/premierleague/photos/players/110x140/p432422.png,397033.0,2000-05-08,68800000.0,762,Newcastle United,762
494,Guglielmo Vicario,Vicario,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Goalkeeper,2026-27,0,0,0,0,0,0,4500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p184254.png,286047.0,1996-10-07,15480000.0,148,Tottenham Hotspur,148
495,Brandon Austin,Austin,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Goalkeeper,2026-27,0,0,0,0,0,0,4000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p214572.png,428016.0,1999-01-08,430000.0,148,Tottenham Hotspur,148
496,Antonín Kinský,Kinsky,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Goalkeeper,2026-27,450,0,0,2,8,12,4500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p485055.png,725912.0,2003-03-13,12900000.0,148,Tottenham Hotspur,148
497,Martin Dubravka,Dubravka,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Goalkeeper,2026-27,0,0,0,0,0,0,4000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p67089.png,74960.0,1989-01-15,430000.0,1132,Burnley FC,1132
498,Marcos Senesi Barón,Senesi,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,90,0,0,0,3,0,5800000,https://resources.premierleague.com/premierleague/photos/players/110x140/p221466.png,469781.0,1997-05-10,21500000.0,989,AFC Bournemouth,989
499,Pedro Porro Sauceda,Pedro Porro,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,198,0,0,1,2,0,5400000,https://resources.premierleague.com/premierleague/photos/players/110x140/p441164.png,553875.0,1999-09-13,30100000.0,148,Tottenham Hotspur,148
500,Cristian Romero,Romero,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,0,0,0,0,0,0,5000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p221632.png,355915.0,1998-04-27,38700000.0,148,Tottenham Hotspur,148
502,Andrew Robertson,Robertson,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,366,0,1,1,7,0,4400000,https://resources.premierleague.com/premierleague/photos/players/110x140/p122798.png,234803.0,1994-03-11,6020000.0,31,Liverpool FC,31
503,Micky van de Ven,Van de Ven,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,360,0,0,2,5,0,5000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p491279.png,557459.0,2001-04-19,43000000.0,148,Tottenham Hotspur,148
505,Djed Spence,Spence,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,0,0,0,0,0,0,4500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p232859.png,483348.0,2000-08-09,25800000.0,148,Tottenham Hotspur,148
506,Destiny Udogie,Udogie,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,86,0,0,1,1,0,4400000,https://resources.premierleague.com/premierleague/photos/players/110x140/p487053.png,556385.0,2002-11-28,25800000.0,148,Tottenham Hotspur,148
507,Ashley Phillips,Phillips,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,0,0,0,0,0,0,4500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p548308.png,859951.0,2005-06-26,6020000.0,512,Stoke City,512
508,Ben Davies,Davies,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,0,0,0,0,0,0,3900000,https://resources.premierleague.com/premierleague/photos/players/110x140/p115556.png,192765.0,1993-04-24,2580000.0,148,Tottenham Hotspur,148
509,Jun'ai Byfield,Byfield,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,0,0,0,0,0,0,4000000,,1196272.0,2008-12-06,,,,
510,James Rowswell,Rowswell,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,0,0,0,0,0,0,4000000,,999743.0,2006-07-13,,,,
511,João Victor de Souza Menezes,Souza,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Defender,2026-27,0,0,0,0,0,0,4000000,,257455.0,1995-07-09,12900000.0,148,Tottenham Hotspur,148
512,Mohammed Kudus,Kudus,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,123,0,1,0,3,0,6500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p460842.png,543499.0,2000-08-02,43000000.0,148,Tottenham Hotspur,148
513,Xavi Simons,Xavi,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,0,0,0,0,0,0,5900000,,566931.0,2003-04-21,34400000.0,148,Tottenham Hotspur,148
514,Mathys Tel,Tel,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,257,0,0,1,4,0,5700000,https://resources.premierleague.com/premierleague/photos/players/110x140/p511499.png,801734.0,2005-04-27,18920000.0,148,Tottenham Hotspur,148
515,James Maddison,Maddison,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,59,0,0,0,2,0,6300000,https://resources.premierleague.com/premierleague/photos/players/110x140/p172780.png,294057.0,1996-11-23,17200000.0,148,Tottenham Hotspur,148
516,Rodrigo Bentancur,Bentancur,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,370,0,0,2,6,0,5500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p202993.png,354362.0,1997-06-25,17200000.0,148,Tottenham Hotspur,148
517,Wilson Odobert,Odobert,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,0,0,0,0,0,0,5500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p550839.png,743498.0,2004-11-28,15480000.0,148,Tottenham Hotspur,148
518,Pape Matar Sarr,P.M.Sarr,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,0,0,0,0,0,0,4900000,https://resources.premierleague.com/premierleague/photos/players/110x140/p482442.png,568693.0,2002-09-14,25800000.0,148,Tottenham Hotspur,148
519,Conor Gallagher,Gallagher,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,134,1,0,1,2,0,5300000,https://resources.premierleague.com/premierleague/photos/players/110x140/p232787.png,488362.0,2000-02-06,27520000.0,148,Tottenham Hotspur,148
520,Lucas Bergvall,Bergvall,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,78,0,0,0,2,0,5300000,https://resources.premierleague.com/premierleague/photos/players/110x140/p570526.png,866246.0,2006-02-02,30100000.0,148,Tottenham Hotspur,148
521,Dejan Kulusevski,Kulusevski,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,0,0,0,0,0,0,6500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p445044.png,431755.0,2000-04-25,14620000.0,148,Tottenham Hotspur,148
522,Archie Gray,Gray,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,307,0,0,1,7,0,4900000,https://resources.premierleague.com/premierleague/photos/players/110x140/p547701.png,922693.0,2006-03-12,30100000.0,148,Tottenham Hotspur,148
523,Mikey Moore,Moore,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,89,0,0,0,4,0,5000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p499721.png,1011147.0,2007-08-11,15480000.0,124,Rangers FC,124
524,Callum Olusesi,Olusesi,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,0,0,0,0,0,0,4400000,https://resources.premierleague.com/premierleague/photos/players/110x140/p499726.png,985546.0,2007-03-11,430000.0,,,
525,Mateus Fernandes,Fernandes,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,249,0,0,1,4,0,5700000,https://resources.premierleague.com/premierleague/photos/players/110x140/p551226.png,880245.0,2004-07-10,43000000.0,379,West Ham United,379
526,Dominic Solanke-Mitchell,Solanke,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Forward,2026-27,170,0,0,1,1,0,5800000,https://resources.premierleague.com/premierleague/photos/players/110x140/p154566.png,258889.0,1997-09-14,24080000.0,148,Tottenham Hotspur,148
527,Richarlison de Andrade,Richarlison,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Forward,2026-27,67,0,0,0,3,0,5900000,https://resources.premierleague.com/premierleague/photos/players/110x140/p212319.png,378710.0,1997-05-10,21500000.0,148,Tottenham Hotspur,148
528,Dane Scarlett,Scarlett,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Forward,2026-27,0,0,0,0,0,0,4500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p490145.png,,,,,,
578,Mykhailo Mudryk,Mudryk,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,16,0,0,0,0,0,5300000,https://resources.premierleague.com/premierleague/photos/players/110x140/p465920.png,,,,,,
601,Luca Williams-Barnett,Williams-Barnett,Spurs,https://resources.premierleague.com/premierleague/badges/70/t6.png,Midfielder,2026-27,0,0,0,0,0,0,4500000,,1108475.0,2008-10-01,,,,
501,Kevin Danso,Danso,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Defender,2026-27,270,0,0,0,8,0,5000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p135720.png,263236.0,1998-09-19,17200000.0,148,Tottenham Hotspur,148
529,Robin Roefs,Roefs,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Goalkeeper,2026-27,450,0,0,1,10,6,4900000,,646991.0,2003-01-17,24080000.0,289,Sunderland AFC,289
530,Anthony Patterson,Patterson,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Goalkeeper,2026-27,0,0,0,0,0,0,4000000,,475946.0,2000-05-10,,,,
531,Melker Ellborg,Ellborg,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Goalkeeper,2026-27,0,0,0,0,0,0,4500000,,605426.0,2003-05-22,2580000.0,289,Sunderland AFC,289
532,Daniel Ballard,Ballard,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Defender,2026-27,450,0,0,1,10,0,4900000,,503686.0,1999-09-22,17200000.0,289,Sunderland AFC,289
533,Nordi Mukiele,Mukiele,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Defender,2026-27,360,0,0,1,8,0,5400000,,348026.0,1997-11-01,13760000.0,289,Sunderland AFC,289
534,Trai Hume,Hume,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Defender,2026-27,206,0,0,1,2,0,4300000,,515544.0,2002-03-18,18920000.0,289,Sunderland AFC,289
535,Omar Alderete,Alderete,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Defender,2026-27,23,0,0,0,1,0,4800000,,353032.0,1996-12-26,11180000.0,289,Sunderland AFC,289
536,Reinildo Mandava,Reinildo,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Defender,2026-27,360,0,0,1,5,0,4400000,,240692.0,1994-01-21,3440000.0,289,Sunderland AFC,289
537,Jenson Seelt,Seelt,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Defender,2026-27,0,0,0,0,0,0,4500000,,617755.0,2003-05-23,4300000.0,82,VfL Wolfsburg,82
538,Leo Fuhr Hjelde,Hjelde,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Defender,2026-27,0,0,0,0,0,0,4000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p477547.png,661208.0,2003-08-26,1290000.0,289,Sunderland AFC,289
539,Luke O'Nien,O'Nien,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Defender,2026-27,66,0,0,0,1,0,3900000,,282939.0,1994-11-21,602000.0,289,Sunderland AFC,289
540,Arthur Masuaku,Masuaku,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Defender,2026-27,0,0,0,0,0,0,4000000,https://resources.premierleague.com/premierleague/photos/players/110x140/p105717.png,181380.0,1993-11-07,1720000.0,826,RC Lens,826
541,Thomas Meunier,Meunier,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Defender,2026-27,396,0,1,1,8,0,4500000,,100986.0,1991-09-12,1290000.0,1082,LOSC Lille,1082
542,Enzo Le Fée,E.Le Fée,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Midfielder,2026-27,438,1,1,1,9,0,5700000,,633992.0,2000-02-03,24080000.0,289,Sunderland AFC,289
543,Habib Diarra,Diarra,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Midfielder,2026-27,28,0,1,0,1,0,5400000,,876631.0,2004-01-03,30100000.0,289,Sunderland AFC,289
544,Granit Xhaka,Xhaka,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Midfielder,2026-27,450,0,1,1,10,0,5500000,https://resources.premierleague.com/premierleague/photos/players/110x140/p84450.png,111455.0,1992-09-27,6880000.0,289,Sunderland AFC,289
545,Noah Sadiki,Sadiki,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Midfielder,2026-27,410,0,0,1,9,0,4900000,,727089.0,2004-12-17,30100000.0,289,Sunderland AFC,289
546,Simon Adingra,Adingra,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Midfielder,2026-27,0,0,0,0,0,0,4900000,https://resources.premierleague.com/premierleague/photos/players/110x140/p535818.png,658536.0,2002-01-01,18920000.0,162,AS Monaco,162
547,Romaine Mundle,Mundle,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Midfielder,2026-27,1,0,0,0,0,0,4900000,https://resources.premierleague.com/premierleague/photos/players/110x140/p461199.png,696181.0,2003-04-24,6020000.0,289,Sunderland AFC,289
548,Chris Rigg,Rigg,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Midfielder,2026-27,17,0,0,0,1,0,4900000,,947411.0,2007-06-18,21500000.0,289,Sunderland AFC,289
549,Chemsdine Talbi,Talbi,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Midfielder,2026-27,31,0,0,0,1,0,5300000,,743384.0,2005-05-09,21500000.0,289,Sunderland AFC,289
550,Djiamgone Jocelin Ta Bi,Jocelin.T,Sunderland,https://resources.premierleague.com/premierleague/badges/70/t56.png,Midfielder,2026-27,0,0,0,0,0,0,5000000,,1322090.0,2005-02-09,2150000.0,289,Sunderland AFC,289
